dt,AverageTemperature,AverageTemperatureUncertainty,Country
1929-03-01,24.69,0.247,India
1929-04-01,27.63,0.212,India
1929-05-01,30.574,0.276,India
1929-06-01,28.918000000000003,0.125,India
1929-07-01,26.718000000000004,0.175,India
1929-08-01,25.954,0.269,India
1929-09-01,26.319000000000003,0.314,India
1929-10-01,23.971,0.236,India
1929-11-01,20.717,0.363,India
1929-12-01,16.703,0.346,India
1930-01-01,16.528000000000002,0.255,India
1930-02-01,18.831,0.208,India
1930-03-01,24.028,0.264,India
1930-04-01,27.002,0.304,India
1930-05-01,29.751,0.282,India
1930-06-01,28.955,0.159,India
1930-07-01,26.56600000000001,0.204,India
1930-08-01,26.156,0.102,India
1930-09-01,26.296,0.218,India
1930-10-01,24.567,0.238,India
1930-11-01,20.005,0.293,India
1930-12-01,17.359,0.3229999999999999,India
1931-01-01,17.86,0.357,India
1931-02-01,19.062,0.4270000000000001,India
1931-03-01,23.518,0.306,India
1931-04-01,28.563,0.268,India
1931-05-01,30.211,0.281,India
1931-06-01,30.172,0.143,India
1931-07-01,27.031,0.162,India
1931-08-01,26.678,0.229,India
1931-09-01,25.998,0.157,India
1931-10-01,24.123,0.168,India
1931-11-01,20.334,0.246,India
1931-12-01,17.442,0.24,India
1932-01-01,17.783,0.45,India
1932-02-01,18.585,0.337,India
1932-03-01,23.757,0.303,India
1932-04-01,27.389,0.268,India
1932-05-01,29.613000000000003,0.242,India
1932-06-01,29.777,0.225,India
1932-07-01,27.001,0.187,India
1932-08-01,26.243,0.177,India
1932-09-01,26.294,0.194,India
1932-10-01,24.669,0.142,India
1932-11-01,20.601,0.181,India
1932-12-01,17.230999999999998,0.259,India
1933-01-01,16.262,0.381,India
1933-02-01,19.784,0.27,India
1933-03-01,23.753,0.334,India
1933-04-01,26.46,0.217,India
1933-05-01,28.127,0.243,India
1933-06-01,28.36,0.19,India
1933-07-01,26.85100000000001,0.16,India
1933-08-01,25.823,0.112,India
1933-09-01,25.645,0.111,India
1933-10-01,23.937,0.086,India
1933-11-01,20.428,0.23,India
1933-12-01,17.294,0.357,India
1934-01-01,15.991,0.388,India
1934-02-01,19.725,0.35,India
1934-03-01,23.297,0.308,India
1934-04-01,27.732,0.247,India
1934-05-01,29.917,0.233,India
1934-06-01,28.853,0.181,India
1934-07-01,26.77,0.133,India
1934-08-01,26.026,0.183,India
1934-09-01,26.073,0.161,India
1934-10-01,23.767,0.198,India
1934-11-01,19.761,0.18,India
1934-12-01,17.297,0.239,India
1935-01-01,15.888000000000002,0.238,India
1935-02-01,19.379,0.306,India
1935-03-01,23.618,0.256,India
1935-04-01,25.859,0.203,India
1935-05-01,30.518,0.191,India
1935-06-01,29.711,0.205,India
1935-07-01,26.714,0.247,India
1935-08-01,25.858,0.12,India
1935-09-01,25.639,0.131,India
1935-10-01,24.042,0.12,India
1935-11-01,20.556,0.245,India
1935-12-01,17.36,0.321,India
1936-01-01,16.589000000000002,0.384,India
1936-02-01,19.189,0.223,India
1936-03-01,23.562,0.299,India
1936-04-01,27.229,0.154,India
1936-05-01,30.41,0.252,India
1936-06-01,27.68,0.247,India
1936-07-01,26.706000000000003,0.126,India
1936-08-01,26.211,0.206,India
1936-09-01,26.074,0.191,India
1936-10-01,24.151,0.116,India
1936-11-01,20.903,0.232,India
1936-12-01,17.314,0.286,India
1937-01-01,16.143,0.216,India
1937-02-01,19.608,0.191,India
1937-03-01,22.893,0.219,India
1937-04-01,26.327,0.253,India
1937-05-01,29.823,0.196,India
1937-06-01,29.554,0.113,India
1937-07-01,26.657,0.151,India
1937-08-01,26.477,0.223,India
1937-09-01,26.214,0.186,India
1937-10-01,23.794,0.212,India
1937-11-01,20.539,0.271,India
1937-12-01,16.465999999999998,0.3,India
1938-01-01,17.305,0.331,India
1938-02-01,18.346,0.272,India
1938-03-01,24.786,0.253,India
1938-04-01,28.108,0.308,India
1938-05-01,30.312,0.293,India
1938-06-01,27.459,0.231,India
1938-07-01,26.655,0.186,India
1938-08-01,26.361,0.139,India
1938-09-01,26.284,0.144,India
1938-10-01,24.36,0.238,India
1938-11-01,19.572,0.274,India
1938-12-01,17.155,0.27,India
1939-01-01,17.484,0.27,India
1939-02-01,19.606,0.3720000000000001,India
1939-03-01,22.512,0.166,India
1939-04-01,26.9,0.185,India
1939-05-01,30.429,0.166,India
1939-06-01,28.862,0.179,India
1939-07-01,26.785,0.15,India
1939-08-01,26.702,0.126,India
1939-09-01,26.148000000000003,0.134,India
1939-10-01,24.775,0.296,India
1939-11-01,20.425,0.12,India
1939-12-01,17.291,0.285,India
1940-01-01,16.722,0.144,India
1940-02-01,19.296,0.196,India
1940-03-01,22.363000000000003,0.156,India
1940-04-01,26.928,0.216,India
1940-05-01,30.061,0.235,India
1940-06-01,29.209,0.1639999999999999,India
1940-07-01,26.860000000000007,0.179,India
1940-08-01,26.046,0.161,India
1940-09-01,26.077,0.255,India
1940-10-01,24.615,0.224,India
1940-11-01,21.33,0.258,India
1940-12-01,17.32,0.303,India
1941-01-01,16.932000000000002,0.282,India
1941-02-01,19.978,0.123,India
1941-03-01,25.153,0.202,India
1941-04-01,28.997,0.184,India
1941-05-01,30.595,0.1689999999999999,India
1941-06-01,29.106,0.192,India
1941-07-01,27.493,0.322,India
1941-08-01,26.872,0.145,India
1941-09-01,26.452,0.27,India
1941-10-01,25.358,0.189,India
1941-11-01,20.846,0.205,India
1941-12-01,18.309,0.179,India
1942-01-01,16.664,0.273,India
1942-02-01,19.789,0.1369999999999999,India
1942-03-01,24.535,0.245,India
1942-04-01,28.23,0.183,India
1942-05-01,30.642,0.154,India
1942-06-01,30.039,0.139,India
1942-07-01,26.631,0.281,India
1942-08-01,25.974,0.168,India
1942-09-01,25.663,0.104,India
1942-10-01,24.346,0.186,India
1942-11-01,20.919,0.184,India
1942-12-01,17.094,0.205,India
1943-01-01,17.534000000000002,0.288,India
1943-02-01,18.873,0.183,India
1943-03-01,24.052,0.168,India
1943-04-01,26.655,0.189,India
1943-05-01,29.941,0.225,India
1943-06-01,28.726,0.242,India
1943-07-01,26.638,0.205,India
1943-08-01,25.807,0.174,India
1943-09-01,25.931,0.15,India
1943-10-01,24.076,0.204,India
1943-11-01,21.077,0.245,India
1943-12-01,17.552,0.259,India
1944-01-01,16.725,0.204,India
1944-02-01,18.788,0.178,India
1944-03-01,22.7,0.268,India
1944-04-01,26.484,0.155,India
1944-05-01,30.657,0.238,India
1944-06-01,29.248,0.174,India
1944-07-01,26.608,0.238,India
1944-08-01,26.276,0.293,India
1944-09-01,25.992,0.177,India
1944-10-01,23.954,0.205,India
1944-11-01,20.681,0.146,India
1944-12-01,18.062,0.274,India
1945-01-01,15.918,0.271,India
1945-02-01,18.778,0.203,India
1945-03-01,24.102,0.188,India
1945-04-01,26.543000000000003,0.272,India
1945-05-01,29.869,0.242,India
1945-06-01,29.652,0.244,India
1945-07-01,26.747,0.242,India
1945-08-01,26.475,0.142,India
1945-09-01,25.905,0.133,India
1945-10-01,23.807,0.196,India
1945-11-01,20.12,0.176,India
1945-12-01,16.143,0.237,India
1946-01-01,16.905,0.255,India
1946-02-01,20.413,0.209,India
1946-03-01,23.832,0.166,India
1946-04-01,27.86,0.17,India
1946-05-01,29.843000000000004,0.14,India
1946-06-01,28.625,0.228,India
1946-07-01,26.767000000000003,0.202,India
1946-08-01,26.177,0.184,India
1946-09-01,26.045,0.115,India
1946-10-01,24.643,0.141,India
1946-11-01,20.712,0.223,India
1946-12-01,17.791,0.188,India
1947-01-01,16.861,0.317,India
1947-02-01,19.518,0.248,India
1947-03-01,24.311,0.238,India
1947-04-01,28.103,0.15,India
1947-05-01,30.586,0.28,India
1947-06-01,30.128,0.156,India
1947-07-01,27.14,0.131,India
1947-08-01,26.673,0.176,India
1947-09-01,25.805,0.183,India
1947-10-01,23.524,0.114,India
1947-11-01,20.986,0.23,India
1947-12-01,17.719,0.134,India
1948-01-01,17.289,0.269,India
1948-02-01,19.3,0.206,India
1948-03-01,23.455,0.171,India
1948-04-01,28.277,0.147,India
1948-05-01,30.765,0.171,India
1948-06-01,29.748,0.1669999999999999,India
1948-07-01,26.999,0.203,India
1948-08-01,26.161,0.105,India
1948-09-01,25.975,0.183,India
1948-10-01,24.611,0.176,India
1948-11-01,20.874,0.243,India
1948-12-01,16.826,0.252,India
1949-01-01,17.703,0.291,India
1949-02-01,19.189,0.1639999999999999,India
1949-03-01,24.296,0.199,India
1949-04-01,27.935,0.238,India
1949-05-01,30.044,0.218,India
1949-06-01,28.988000000000003,0.257,India
1949-07-01,26.817,0.147,India
1949-08-01,26.383000000000006,0.24,India
1949-09-01,26.235,0.215,India
1949-10-01,24.559,0.276,India
1949-11-01,19.68,0.268,India
1949-12-01,16.738,0.242,India
1950-01-01,17.317999999999998,0.12,India
1950-02-01,18.305,0.148,India
1950-03-01,22.933000000000003,0.214,India
1950-04-01,27.13,0.246,India
1950-05-01,30.267,0.248,India
1950-06-01,29.23,0.165,India
1950-07-01,26.582,0.16,India
1950-08-01,26.19400000000001,0.233,India
1950-09-01,25.711,0.088,India
1950-10-01,23.842,0.155,India
1950-11-01,19.818,0.236,India
1950-12-01,16.582,0.174,India
1951-01-01,16.331,0.325,India
1951-02-01,19.315,0.214,India
1951-03-01,23.841,0.157,India
1951-04-01,26.345,0.205,India
1951-05-01,29.826,0.281,India
1951-06-01,29.103,0.385,India
1951-07-01,27.47,0.25,India
1951-08-01,26.548,0.098,India
1951-09-01,26.762,0.338,India
1951-10-01,26.00500000000001,0.189,India
1951-11-01,21.601,0.309,India
1951-12-01,17.500999999999998,0.142,India
1952-01-01,17.707,0.196,India
1952-02-01,20.749,0.099,India
1952-03-01,23.39,0.133,India
1952-04-01,28.295,0.207,India
1952-05-01,30.426,0.197,India
1952-06-01,29.302,0.136,India
1952-07-01,27.036,0.258,India
1952-08-01,26.085,0.153,India
1952-09-01,26.315,0.128,India
1952-10-01,24.624,0.102,India
1952-11-01,20.51,0.236,India
1952-12-01,17.947000000000006,0.255,India
1953-01-01,16.733,0.237,India
1953-02-01,20.812,0.133,India
1953-03-01,25.969,0.155,India
1953-04-01,28.049,0.216,India
1953-05-01,30.717,0.289,India
1953-06-01,29.89,0.275,India
1953-07-01,26.922,0.231,India
1953-08-01,26.251,0.202,India
1953-09-01,26.126,0.219,India
1953-10-01,24.296,0.244,India
1953-11-01,20.544,0.145,India
1953-12-01,18.43,0.204,India
1954-01-01,16.445,0.283,India
1954-02-01,20.633000000000003,0.197,India
1954-03-01,24.173,0.365,India
1954-04-01,28.436,0.097,India
1954-05-01,30.921,0.214,India
1954-06-01,29.378,0.236,India
1954-07-01,26.932,0.157,India
1954-08-01,26.603,0.211,India
1954-09-01,25.871,0.299,India
1954-10-01,23.112,0.216,India
1954-11-01,20.084,0.201,India
1954-12-01,17.418,0.246,India
1955-01-01,17.075000000000006,0.275,India
1955-02-01,20.014,0.221,India
1955-03-01,25.048,0.153,India
1955-04-01,26.636,0.142,India
1955-05-01,29.526,0.274,India
1955-06-01,29.15,0.216,India
1955-07-01,26.999,0.254,India
1955-08-01,26.022,0.317,India
1955-09-01,26.008000000000003,0.226,India
1955-10-01,23.898000000000003,0.208,India
1955-11-01,19.913,0.343,India
1955-12-01,17.137,0.229,India
1956-01-01,17.035,0.2,India
1956-02-01,19.273,0.269,India
1956-03-01,24.437,0.233,India
1956-04-01,28.282,0.289,India
1956-05-01,30.411,0.283,India
1956-06-01,28.155,0.176,India
1956-07-01,25.997,0.152,India
1956-08-01,25.901,0.23,India
1956-09-01,26.001,0.278,India
1956-10-01,23.629,0.211,India
1956-11-01,20.167,0.361,India
1956-12-01,17.508000000000006,0.392,India
1957-01-01,17.035,0.339,India
1957-02-01,18.576,0.314,India
1957-03-01,22.721,0.289,India
1957-04-01,27.015,0.341,India
1957-05-01,29.611,0.184,India
1957-06-01,29.478,0.531,India
1957-07-01,27.105,0.374,India
1957-08-01,26.495,0.643,India
1957-09-01,26.213,0.434,India
1957-10-01,24.596,0.33,India
1957-11-01,21.349,0.252,India
1957-12-01,18.123,0.179,India
1958-01-01,18.31,0.241,India
1958-02-01,19.862,0.311,India
1958-03-01,24.626,0.198,India
1958-04-01,28.768,0.274,India
1958-05-01,30.492,0.366,India
1958-06-01,30.656,0.304,India
1958-07-01,27.074,0.361,India
1958-08-01,26.62,0.291,India
1958-09-01,26.056,0.201,India
1958-10-01,24.456,0.18,India
1958-11-01,21.192,0.258,India
1958-12-01,18.004,0.273,India
1959-01-01,17.450000000000006,0.332,India
1959-02-01,19.402,0.286,India
1959-03-01,24.544,0.338,India
1959-04-01,28.041,0.228,India
1959-05-01,30.207,0.193,India
1959-06-01,29.347,0.27,India
1959-07-01,26.647,0.33,India
1959-08-01,26.261000000000006,0.247,India
1959-09-01,26.001,0.333,India
1959-10-01,24.64,0.3229999999999999,India
1959-11-01,20.762,0.212,India
1959-12-01,17.900000000000006,0.212,India
1960-01-01,16.885,0.252,India
1960-02-01,20.962,0.42,India
1960-03-01,23.285,0.3,India
1960-04-01,27.488000000000003,0.189,India
1960-05-01,30.185,0.461,India
1960-06-01,29.581,0.347,India
1960-07-01,27.091,0.185,India
1960-08-01,26.53,0.179,India
1960-09-01,26.517,0.142,India
1960-10-01,24.382,0.129,India
1960-11-01,20.403,0.224,India
1960-12-01,18.137,0.254,India
1961-01-01,17.514000000000006,0.259,India
1961-02-01,18.335,0.19,India
1961-03-01,24.665,0.163,India
1961-04-01,27.743,0.238,India
1961-05-01,29.963,0.273,India
1961-06-01,28.716,0.402,India
1961-07-01,26.677,0.153,India
1961-08-01,26.462,0.1669999999999999,India
1961-09-01,25.882,0.144,India
1961-10-01,23.896,0.247,India
1961-11-01,19.907,0.207,India
1961-12-01,16.023,0.217,India
1962-01-01,15.838,0.206,India
1962-02-01,19.62,0.234,India
1962-03-01,23.545,0.21,India
1962-04-01,27.634,0.285,India
1962-05-01,29.728,0.145,India
1962-06-01,29.275,0.589,India
1962-07-01,27.299,0.325,India
1962-08-01,26.31600000000001,0.245,India
1962-09-01,25.816,0.264,India
1962-10-01,23.673,0.449,India
1962-11-01,20.493,0.249,India
1962-12-01,17.380000000000006,0.247,India
1963-01-01,16.554000000000002,0.25,India
1963-02-01,20.342,0.24,India
1963-03-01,23.609,0.346,India
1963-04-01,26.827,0.402,India
1963-05-01,29.309,0.422,India
1963-06-01,28.943,0.321,India
1963-07-01,27.324,0.343,India
1963-08-01,26.209,0.107,India
1963-09-01,26.146,0.281,India
1963-10-01,24.631,0.16,India
1963-11-01,21.437,0.254,India
1963-12-01,17.817999999999998,0.161,India
1964-01-01,16.468,0.266,India
1964-02-01,19.665,0.281,India
1964-03-01,25.022,0.127,India
1964-04-01,28.314,0.208,India
1964-05-01,29.573,0.301,India
1964-06-01,29.097,0.429,India
1964-07-01,26.491,0.27,India
1964-08-01,26.171,0.283,India
1964-09-01,25.911,0.196,India
1964-10-01,24.587,0.389,India
1964-11-01,20.232,0.211,India
1964-12-01,17.315,0.201,India
1965-01-01,17.907,0.154,India
1965-02-01,19.505,0.305,India
1965-03-01,23.14,0.429,India
1965-04-01,26.503,0.176,India
1965-05-01,29.366,0.488,India
1965-06-01,29.666,0.6759999999999999,India
1965-07-01,26.834,0.27,India
1965-08-01,26.313,0.144,India
1965-09-01,26.041,0.131,India
1965-10-01,24.829,0.253,India
1965-11-01,21.368,0.225,India
1965-12-01,17.619,0.257,India
1966-01-01,17.543000000000006,0.259,India
1966-02-01,21.076,0.212,India
1966-03-01,24.008000000000003,0.332,India
1966-04-01,27.748,0.127,India
1966-05-01,30.114,0.341,India
1966-06-01,29.15,0.227,India
1966-07-01,27.668000000000006,0.238,India
1966-08-01,26.49,0.264,India
1966-09-01,26.096,0.378,India
1966-10-01,24.621,0.242,India
1966-11-01,21.457,0.247,India
1966-12-01,17.292,0.272,India
1967-01-01,16.668000000000006,0.211,India
1967-02-01,20.594,0.281,India
1967-03-01,22.982,0.296,India
1967-04-01,26.908,0.1689999999999999,India
1967-05-01,29.777,0.407,India
1967-06-01,29.481,0.419,India
1967-07-01,26.967,0.387,India
1967-08-01,26.023000000000003,0.333,India
1967-09-01,25.871,0.282,India
1967-10-01,23.98,0.126,India
1967-11-01,20.492,0.158,India
1967-12-01,18.16200000000001,0.156,India
1968-01-01,16.340999999999998,0.188,India
1968-02-01,18.659,0.225,India
1968-03-01,23.477,0.317,India
1968-04-01,26.827,0.238,India
1968-05-01,29.368,0.234,India
1968-06-01,29.21,0.313,India
1968-07-01,26.948,0.215,India
1968-08-01,26.311,0.272,India
1968-09-01,26.786,0.198,India
1968-10-01,23.995,0.285,India
1968-11-01,20.794,0.201,India
1968-12-01,17.660999999999998,0.389,India
1969-01-01,17.129,0.286,India
1969-02-01,20.236,0.247,India
1969-03-01,25.479,0.208,India
1969-04-01,28.122,0.366,India
1969-05-01,29.537,0.31,India
1969-06-01,29.708,0.43,India
1969-07-01,27.086,0.266,India
1969-08-01,26.273000000000003,0.312,India
1969-09-01,25.968000000000004,0.193,India
1969-10-01,24.706,0.211,India
1969-11-01,21.852,0.18,India
1969-12-01,17.918,0.239,India
1970-01-01,17.400000000000002,0.218,India
1970-02-01,19.679,0.276,India
1970-03-01,23.807,0.293,India
1970-04-01,28.212,0.208,India
1970-05-01,30.42,0.235,India
1970-06-01,28.263,0.229,India
1970-07-01,27.102,0.19,India
1970-08-01,26.246,0.219,India
1970-09-01,25.975,0.205,India
1970-10-01,24.582,0.302,India
1970-11-01,20.204,0.232,India
1970-12-01,16.999000000000002,0.228,India
1971-01-01,16.778000000000002,0.252,India
1971-02-01,19.526,0.261,India
1971-03-01,23.577,0.176,India
1971-04-01,27.642,0.233,India
1971-05-01,28.794,0.255,India
1971-06-01,27.651,0.238,India
1971-07-01,26.391,0.182,India
1971-08-01,25.901,0.188,India
1971-09-01,26.05,0.179,India
1971-10-01,24.049,0.333,India
1971-11-01,20.125,0.174,India
1971-12-01,17.124000000000002,0.122,India
1972-01-01,17.132,0.381,India
1972-02-01,18.156,0.237,India
1972-03-01,24.385,0.325,India
1972-04-01,27.132,0.262,India
1972-05-01,30.29,0.242,India
1972-06-01,30.242,0.3670000000000001,India
1972-07-01,27.55,0.26,India
1972-08-01,26.532,0.285,India
1972-09-01,26.145,0.182,India
1972-10-01,24.411,0.325,India
1972-11-01,20.974,0.229,India
1972-12-01,18.317,0.226,India
1973-01-01,17.62,0.262,India
1973-02-01,20.866,0.18,India
1973-03-01,24.178,0.309,India
1973-04-01,29.166,0.178,India
1973-05-01,30.69,0.424,India
1973-06-01,29.277,0.177,India
1973-07-01,26.986,0.3,India
1973-08-01,26.093000000000004,0.226,India
1973-09-01,26.002,0.134,India
1973-10-01,24.209,0.25,India
1973-11-01,20.516,0.18,India
1973-12-01,17.035999999999998,0.129,India
1974-01-01,16.738,0.179,India
1974-02-01,19.245,0.207,India
1974-03-01,24.923,0.201,India
1974-04-01,28.495,0.134,India
1974-05-01,29.697,0.241,India
1974-06-01,29.101,0.211,India
1974-07-01,26.961,0.131,India
1974-08-01,26.479000000000006,0.271,India
1974-09-01,26.544,0.151,India
1974-10-01,24.768,0.089,India
1974-11-01,20.471,0.313,India
1974-12-01,16.687,0.231,India
1975-01-01,16.257,0.216,India
1975-02-01,19.372,0.197,India
1975-03-01,23.703000000000003,0.138,India
1975-04-01,28.273000000000003,0.186,India
1975-05-01,30.431,0.233,India
1975-06-01,28.879,0.273,India
1975-07-01,26.416,0.326,India
1975-08-01,26.195,0.415,India
1975-09-01,25.576,0.324,India
1975-10-01,24.676,0.298,India
1975-11-01,19.646,0.151,India
1975-12-01,16.922,0.21,India
1976-01-01,16.913,0.165,India
1976-02-01,19.725,0.171,India
1976-03-01,24.028,0.127,India
1976-04-01,27.148000000000003,0.202,India
1976-05-01,29.785,0.391,India
1976-06-01,28.542,0.3,India
1976-07-01,26.897,0.295,India
1976-08-01,25.791,0.153,India
1976-09-01,25.841,0.306,India
1976-10-01,25.04,0.312,India
1976-11-01,22.473000000000003,0.192,India
1976-12-01,18.212,0.144,India
1977-01-01,17.035,0.156,India
1977-02-01,20.25,0.24,India
1977-03-01,25.44,0.219,India
1977-04-01,27.388,0.232,India
1977-05-01,28.856,0.232,India
1977-06-01,28.768,0.239,India
1977-07-01,26.619,0.209,India
1977-08-01,26.285,0.292,India
1977-09-01,25.927,0.15,India
1977-10-01,24.633000000000003,0.186,India
1977-11-01,22.308000000000003,0.067,India
1977-12-01,17.958000000000006,0.268,India
1978-01-01,16.64,0.232,India
1978-02-01,19.077,0.235,India
1978-03-01,22.812,0.198,India
1978-04-01,27.576,0.288,India
1978-05-01,30.939,0.249,India
1978-06-01,28.742,0.205,India
1978-07-01,26.344,0.291,India
1978-08-01,26.008000000000006,0.196,India
1978-09-01,25.846,0.163,India
1978-10-01,24.696,0.198,India
1978-11-01,21.694000000000003,0.219,India
1978-12-01,17.714000000000006,0.264,India
1979-01-01,17.828,0.159,India
1979-02-01,19.082,0.227,India
1979-03-01,23.214,0.249,India
1979-04-01,28.217,0.254,India
1979-05-01,29.686,0.312,India
1979-06-01,30.009,0.136,India
1979-07-01,27.479000000000006,0.144,India
1979-08-01,26.629,0.212,India
1979-09-01,26.475,0.146,India
1979-10-01,25.165,0.17,India
1979-11-01,22.516,0.198,India
1979-12-01,18.343,0.172,India
1980-01-01,17.593,0.143,India
1980-02-01,20.495,0.191,India
1980-03-01,24.071,0.124,India
1980-04-01,28.968000000000004,0.244,India
1980-05-01,31.054,0.293,India
1980-06-01,28.638,0.286,India
1980-07-01,26.887,0.291,India
1980-08-01,26.356,0.21,India
1980-09-01,26.529,0.163,India
1980-10-01,25.015,0.156,India
1980-11-01,21.517,0.289,India
1980-12-01,17.994,0.192,India
1981-01-01,17.067,0.234,India
1981-02-01,20.37,0.217,India
1981-03-01,23.57,0.146,India
1981-04-01,27.894,0.301,India
1981-05-01,29.998,0.263,India
1981-06-01,29.792,0.321,India
1981-07-01,26.82,0.186,India
1981-08-01,26.405,0.203,India
1981-09-01,26.406,0.177,India
1981-10-01,24.626,0.22,India
1981-11-01,20.366,0.145,India
1981-12-01,17.427,0.208,India
1982-01-01,17.866,0.141,India
1982-02-01,19.358,0.14,India
1982-03-01,22.928,0.22,India
1982-04-01,27.155,0.183,India
1982-05-01,29.069000000000003,0.249,India
1982-06-01,29.306,0.276,India
1982-07-01,27.911,0.1689999999999999,India
1982-08-01,26.397,0.148,India
1982-09-01,26.444000000000003,0.178,India
1982-10-01,24.975,0.088,India
1982-11-01,21.074,0.255,India
1982-12-01,18.136000000000006,0.232,India
1983-01-01,16.758000000000006,0.089,India
1983-02-01,19.091,0.264,India
1983-03-01,23.603,0.107,India
1983-04-01,26.473000000000003,0.188,India
1983-05-01,29.619,0.194,India
1983-06-01,29.762,0.262,India
1983-07-01,27.492,0.07,India
1983-08-01,26.625,0.149,India
1983-09-01,26.238000000000003,0.172,India
1983-10-01,24.043000000000003,0.1669999999999999,India
1983-11-01,20.182,0.211,India
1983-12-01,17.37,0.263,India
1984-01-01,16.993000000000002,0.21,India
1984-02-01,18.677,0.084,India
1984-03-01,24.742,0.123,India
1984-04-01,28.079,0.165,India
1984-05-01,31.199,0.246,India
1984-06-01,29.026,0.212,India
1984-07-01,26.721,0.276,India
1984-08-01,26.187,0.257,India
1984-09-01,25.646,0.141,India
1984-10-01,24.396,0.197,India
1984-11-01,20.395,0.189,India
1984-12-01,18.16,0.171,India
1985-01-01,17.592000000000002,0.123,India
1985-02-01,19.996,0.162,India
1985-03-01,25.561,0.234,India
1985-04-01,28.279,0.276,India
1985-05-01,30.506,0.193,India
1985-06-01,29.167,0.347,India
1985-07-01,26.684,0.179,India
1985-08-01,26.381,0.213,India
1985-09-01,26.354,0.251,India
1985-10-01,23.814,0.179,India
1985-11-01,20.913,0.172,India
1985-12-01,18.589,0.243,India
1986-01-01,17.185000000000002,0.303,India
1986-02-01,19.553,0.222,India
1986-03-01,24.088,0.262,India
1986-04-01,27.84,0.221,India
1986-05-01,29.572,0.171,India
1986-06-01,29.323,0.165,India
1986-07-01,26.94400000000001,0.194,India
1986-08-01,26.365,0.3229999999999999,India
1986-09-01,26.606,0.199,India
1986-10-01,24.651,0.154,India
1986-11-01,21.683000000000003,0.212,India
1986-12-01,17.724,0.219,India
1987-01-01,17.611,0.269,India
1987-02-01,20.292,0.182,India
1987-03-01,24.256,0.168,India
1987-04-01,28.111,0.229,India
1987-05-01,29.22,0.246,India
1987-06-01,30.216,0.215,India
1987-07-01,28.174,0.194,India
1987-08-01,27.42,0.182,India
1987-09-01,27.327,0.17,India
1987-10-01,25.159,0.174,India
1987-11-01,21.655,0.155,India
1987-12-01,18.028,0.22,India
1988-01-01,18.235,0.134,India
1988-02-01,20.945,0.16,India
1988-03-01,24.296,0.149,India
1988-04-01,28.377,0.17,India
1988-05-01,31.21,0.222,India
1988-06-01,29.462,0.244,India
1988-07-01,26.92,0.14,India
1988-08-01,26.585,0.148,India
1988-09-01,26.809,0.159,India
1988-10-01,24.609,0.195,India
1988-11-01,20.973000000000003,0.128,India
1988-12-01,18.312,0.155,India
1989-01-01,16.735,0.195,India
1989-02-01,19.495,0.208,India
1989-03-01,23.577,0.306,India
1989-04-01,27.495,0.298,India
1989-05-01,30.493,0.129,India
1989-06-01,28.56,0.188,India
1989-07-01,27.036,0.128,India
1989-08-01,26.333,0.314,India
1989-09-01,26.362,0.25,India
1989-10-01,24.874,0.242,India
1989-11-01,21.406,0.178,India
1989-12-01,17.582,0.183,India
1990-01-01,18.557,0.278,India
1990-02-01,20.005,0.19,India
1990-03-01,22.989,0.301,India
1990-04-01,27.58,0.201,India
1990-05-01,29.199,0.283,India
1990-06-01,28.837,0.202,India
1990-07-01,26.53,0.224,India
1990-08-01,26.508000000000006,0.234,India
1990-09-01,26.164,0.161,India
1990-10-01,24.00500000000001,0.288,India
1990-11-01,21.602,0.34,India
1990-12-01,18.16200000000001,0.134,India
1991-01-01,16.987000000000002,0.142,India
1991-02-01,20.454,0.132,India
1991-03-01,24.437,0.187,India
1991-04-01,27.351,0.092,India
1991-05-01,30.459,0.209,India
1991-06-01,29.034,0.201,India
1991-07-01,27.572000000000006,0.274,India
1991-08-01,26.290000000000006,0.228,India
1991-09-01,26.508000000000003,0.187,India
1991-10-01,24.381,0.192,India
1991-11-01,20.628,0.187,India
1991-12-01,17.64,0.198,India
1992-01-01,17.102,0.202,India
1992-02-01,18.975,0.27,India
1992-03-01,24.228,0.223,India
1992-04-01,27.746,0.218,India
1992-05-01,29.694000000000003,0.145,India
1992-06-01,29.914,0.283,India
1992-07-01,27.43,0.178,India
1992-08-01,26.256,0.124,India
1992-09-01,26.041,0.221,India
1992-10-01,24.423,0.131,India
1992-11-01,21.091,0.226,India
1992-12-01,17.775000000000006,0.3720000000000001,India
1993-01-01,17.480999999999998,0.214,India
1993-02-01,20.357,0.211,India
1993-03-01,23.076,0.24,India
1993-04-01,27.607,0.177,India
1993-05-01,30.554,0.38,India
1993-06-01,29.499,0.155,India
1993-07-01,27.289,0.275,India
1993-08-01,26.911,0.122,India
1993-09-01,26.0,0.153,India
1993-10-01,24.869,0.157,India
1993-11-01,21.416,0.226,India
1993-12-01,17.845000000000006,0.273,India
1994-01-01,18.15,0.284,India
1994-02-01,19.451,0.268,India
1994-03-01,25.081,0.192,India
1994-04-01,27.096,0.249,India
1994-05-01,30.833,0.149,India
1994-06-01,29.13,0.212,India
1994-07-01,26.56600000000001,0.295,India
1994-08-01,26.25,0.227,India
1994-09-01,26.066,0.282,India
1994-10-01,24.338,0.163,India
1994-11-01,21.033,0.279,India
1994-12-01,17.563000000000002,0.183,India
1995-01-01,16.241,0.182,India
1995-02-01,19.761,0.286,India
1995-03-01,23.476,0.179,India
1995-04-01,27.539,0.206,India
