"index";"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"Memory";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price"
354;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.5;16;"512GB SSD";"SSD";512;0;"Nvidia";"windows";"2.4";74752
355;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"128GB SSD +  2TB HDD";"Hybrid";128;2048;"AMD";"windows";"2.02";51730
356;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"1TB HDD";"HDD";1024;0;"Intel";"N/A";"2.2";17156
357;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"2.65";53227
358;"Dell";"Notebook";15.6;1366;768;1;"Intel";"Core i5";2.5;8;"2TB HDD";"HDD";2048;0;"Intel";"windows";"2.36";29697
359;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.36";76031
360;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"500GB HDD";"HDD";500;0;"Intel";"windows";"1.86";23390
361;"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"2";50350
362;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i5";2.5;6;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"2.8";38308
363;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";"1.86";34046
364;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;8;"256GB SSD";"SSD";256;0;"Nvidia";"N/A";"2.2";26587
365;"HP";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.6;8;"2TB HDD";"HDD";2048;0;"Intel";"windows";"2.04";20726
366;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"AMD";"windows";"2.8";57809
367;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"N/A";"2.4";43104
368;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"AMD";"windows";"2.33";47899
369;"HP";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.36";93240
370;"Asus";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";2.7;12;"512GB SSD +  2TB HDD";"Hybrid";512;2048;"Nvidia";"windows";"2.26";58555
371;"Acer";"Notebook";15.6;1366;768;0;"AMD";"A9-Series 9420";3.0;4;"128GB SSD";"SSD";128;0;"AMD";"windows";"2.1";22697
372;"Asus";"Gaming";17.3;1920;1080;0;"AMD";"Ryzen 1700";3.0;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"AMD";"windows";"3.25";117163
373;"Lenovo";"Notebook";17.3;1600;900;0;"AMD";"A8-Series 7410";2.2;4;"128GB SSD";"SSD";128;0;"AMD";"windows";"2.6";26054
374;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.62";46301
375;"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series 9420";3.0;4;"256GB SSD";"SSD";256;0;"AMD";"windows";"1.91";26053
376;"Lenovo";"Netbook";11.6;1366;768;0;"Intel";"Celeron Quad";1.1;4;"128GB SSD";"SSD";128;0;"Intel";"windows";"1.59";29464
377;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"500GB HDD";"HDD";500;0;"Intel";"windows";"1.8";16464
378;"Asus";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.1;4;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";"1.5";15238
379;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"1TB HDD";"HDD";1024;0;"Nvidia";"linux";"2.4";45075
380;"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"3.35";63456
381;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"128GB SSD";"SSD";128;0;"Intel";"N/A";"1.85";21498
382;"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"2.3";88178
383;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"1.5";58555
384;"Asus";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i7";2.7;16;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.1";93181
385;"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";2.7;8;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.13";121585
386;"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i3";2.4;4;"128GB SSD";"SSD";128;0;"Intel";"windows";"1.5";29251
387;"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i5";2.6;8;"500GB HDD";"HDD";500;0;"AMD";"windows";"2.23";72940
388;"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"2";113753
389;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";"Core i7";2.7;16;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.42";133680
390;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"3";55358
391;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"3";84768
392;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";1.6;12;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"2.2";36976
393;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"2.7";71875
394;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"AMD";"linux";"2.33";41498
395;"HP";"Ultrabook";15.6;1920;1080;0;"AMD";"A9-Series 9420";3.0;4;"256GB SSD";"SSD";256;0;"AMD";"windows";"1.91";26587
396;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"AMD";"windows";"2.1";65511
397;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.9";49977
398;"Dell";"Workstation";15.6;3840;2160;1;"Intel";"Core i7";2.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"1.78";144495
399;"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";2.7;16;"1TB SSD";"SSD";1024;0;"Intel";"windows";"1.13";139860
400;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"1TB HDD";"HDD";1024;0;"Intel";"windows";"2.2";16304
401;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"2.9";81465
402;"Lenovo";"Notebook";25.6;1920;1080;0;"Intel";"Core i5";1.6;8;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"AMD";"windows";"2.1";60979
403;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"linux";"2.5";46833
404;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"2.8";119827
405;"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.10";99793
406;"Toshiba";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.5;16;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.2";93080
407;"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.8;8;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.36";89510
408;"Lenovo";"Notebook";35.6;1920;1080;0;"Intel";"Core i3";2.0;4;"500GB HDD";"HDD";500;0;"Intel";"windows";"2.2";21792
409;"Lenovo";"Notebook";11.6;1366;768;0;"Intel";"Celeron Dual";1.1;2;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";"1.15";16221
410;"Lenovo";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"512GB SSD";"SSD";512;0;"Nvidia";"windows";"2.67";102564
411;"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";2.8;8;"512GB SSD";"SSD";512;0;"Nvidia";"windows";"1.7";103523
412;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"1TB HDD";"HDD";1024;0;"AMD";"windows";"2.1";24988
413;"Acer";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.6";42038
414;"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.27";49444
415;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"256GB SSD";"SSD";256;0;"AMD";"linux";"2.3";31909
416;"Dell";"Notebook";13.3;1366;768;0;"Intel";"Core i3";2.0;4;"128GB SSD";"SSD";128;0;"Intel";"windows";"1.65";36710
417;"HP";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.43";79920
418;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";"2.14";28769
419;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"AMD";"windows";"1.75";64755
420;"Lenovo";"2 in 1 Convertible";15.6;3840;2160;1;"Intel";"Core i7";2.8;16;"512GB SSD";"SSD";512;0;"Nvidia";"windows";"2";101179
421;"Chuwi";"Notebook";12.3;2736;1824;0;"Intel";"Celeron Quad";1.1;6;"64GB Flash Storage";"Flash Storage";64;0;"Intel";"windows";"1.4";23923
422;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.9;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"2.31";76031
423;"Asus";"Notebook";35.6;1920;1080;0;"Intel";"Core i3";2.4;8;"1TB HDD";"HDD";1024;0;"Nvidia";"linux";"2.3";31808
424;"Dell";"Gaming";27.3;2560;1440;0;"Intel";"Core i7";2.9;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"4.42";149131
425;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"2.62";61752
426;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"256GB SSD +  2TB HDD";"Hybrid";256;2048;"AMD";"windows";"2.02";60867
427;"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.8;8;"256GB SSD";"SSD";256;0;"Intel";"linux";"1.6";58555
428;"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;12;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"3.35";106507
429;"Mediacom";"2 in 1 Convertible";11.6;1920;1080;1;"Intel";"Celeron Dual";1.1;4;"32GB SSD";"SSD";32;0;"Intel";"windows";"1.16";15931
430;"Samsung";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"16GB Flash Storage";"Flash Storage";16;0;"Intel";"other";"1.15";14332
431;"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.4";53813
432;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";2.7;4;"128GB SSD";"SSD";128;0;"Intel";"windows";"1.7";31915
433;"Lenovo";"Workstation";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"512GB SSD";"SSD";512;0;"Nvidia";"windows";"2.3";130270
434;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.9;16;"512GB SSD";"SSD";512;0;"Nvidia";"windows";"2.5";130483
435;"Asus";"Gaming";17.3;1920;1080;0;"AMD";"Ryzen 1600";3.2;8;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"AMD";"windows";"3.2";90310
436;"HP";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"500GB HDD";"HDD";500;0;"Intel";"windows";"2.1";18488
437;"Google";"Ultrabook";12.3;2400;1600;1;"Intel";"Core i7";1.3;16;"512GB SSD";"SSD";512;0;"Intel";"other";"1.1";117163
438;"Lenovo";"Ultrabook";24.0;2560;1440;0;"Intel";"Core i7";2.7;24;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.32";126913
439;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"256GB SSD";"SSD";256;0;"Intel";"linux";"2";29784
440;"Lenovo";"Notebook";17.3;1600;900;0;"AMD";"A6-Series 9220";2.5;8;"1TB HDD";"HDD";1024;0;"AMD";"windows";"2.8";27652
441;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"256GB SSD";"SSD";256;0;"AMD";"windows";"2.2";39907
442;"Lenovo";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.36";76137
443;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Pentium Quad";1.1;4;"128GB SSD";"SSD";128;0;"Intel";"windows";"2.2";18595
444;"HP";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"2.2";58555
445;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"1.64";62817
446;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"500GB HDD";"HDD";500;0;"Intel";"linux";"2.4";23539
447;"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Xeon E3-1505M";3.0;8;"64GB Flash Storage +  1TB HDD";"HDD";64;1024;"Nvidia";"windows";"2.23";106187
448;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"2.2";54758
449;"Microsoft";"Ultrabook";13.5;2256;1504;1;"Intel";"Core i7";2.5;16;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.25";137942
450;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"128GB SSD";"SSD";128;0;"Intel";"windows";"1.91";31382
451;"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"2.17";105228
452;"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.9;8;"512GB SSD";"SSD";512;0;"Intel";"windows";"2.31";81732
453;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.65";71662
454;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"AMD";"windows";"2.36";52161
455;"Dell";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Pentium Quad";1.6;4;"500GB HDD";"HDD";500;0;"Intel";"windows";"1.47";25521
456;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.7;8;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"4.42";109011
457;"Microsoft";"Ultrabook";13.5;2256;1504;1;"Intel";"Core M";2.2;4;"128GB SSD";"SSD";128;0;"Intel";"windows";"1.252";52694
458;"Microsoft";"Ultrabook";33.5;2256;1504;1;"Intel";"Core i7";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.25";95851
459;"HP";"Notebook";17.3;1600;900;0;"Intel";"Core i3";2.0;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"2.5";34094
460;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"2.23";28984
461;"Acer";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"128GB SSD";"SSD";128;0;"Intel";"windows";"1.4";23177
462;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";"2.37";39907
463;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"512GB SSD";"SSD";512;0;"AMD";"N/A";"1.5";42571
464;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.9;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"2.67";111355
465;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"500GB HDD";"HDD";500;0;"Intel";"windows";"2";16197
466;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"500GB HDD";"HDD";500;0;"Nvidia";"windows";"2.2";24988
467;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"2TB HDD";"HDD";2048;0;"AMD";"windows";"2.02";40440
468;"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;12;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"3.78";90523
469;"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";2.6;12;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.4";98994
470;"HP";"2 in 1 Convertible";13.3;3840;2160;1;"Intel";"Core i7";1.8;8;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.29";106507
471;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"500GB HDD";"HDD";500;0;"AMD";"windows";"1.9";61485
472;"Google";"Ultrabook";12.3;2400;1600;1;"Intel";"Core i5";1.2;8;"128GB SSD";"SSD";128;0;"Intel";"other";"1.1";67932
473;"Dell";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.42";98134
474;"Asus";"Notebook";15.6;3840;2160;0;"Intel";"Core i7";2.6;12;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Intel";"windows";"2.06";69211
475;"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i3";2.3;8;"128GB SSD";"SSD";128;0;"Intel";"windows";"1.79";39427
476;"Dell";"Workstation";0.0;1920;1080;0;"Intel";"Core i7";2.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"1.78";128298
477;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"180GB SSD";"SSD";180;0;"Intel";"windows";"1.7";72674
479;"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.05";89084
480;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"512GB SSD";"SSD";512;0;"Nvidia";"windows";"2.16";67239
481;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"1TB HDD";"HDD";1024;0;"Intel";"windows";"2.18";31254
482;"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";1.6;4;"128GB SSD";"SSD";128;0;"Intel";"windows";"1.49";38681
483;"Chuwi";"Notebook";15.6;1920;1080;0;"Intel";"Atom x5-Z8350";1.4;4;"64GB Flash Storage";"Flash Storage";64;0;"Intel";"windows";"1.89";13261
484;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"128GB SSD";"SSD";128;0;"Intel";"windows";"2.3";30103
485;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.75";55891
486;"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"512GB SSD";"SSD";512;0;"Nvidia";"windows";"2.17";124569
487;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"512GB SSD";"SSD";512;0;"Nvidia";"windows";"2.06";101179
488;"Lenovo";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.7;16;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.36";95797
489;"Asus";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.7;16;"512GB SSD";"SSD";512;0;"Intel";"windows";"0.91";103896
490;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"2.3";53919
491;"Toshiba";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i7";2.7;32;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.05";149131
492;"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";"1.99";71928
493;"Acer";"Notebook";15.6;1366;768;0;"AMD";"A10-Series 9620P";2.5;8;"1TB HDD";"HDD";1024;0;"AMD";"windows";"2.2";30849
494;"Asus";"Gaming";17.3;1920;1080;1;"Intel";"Core i7";2.6;24;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"4.33";67612
495;"Lenovo";"Ultrabook";12.5;1366;768;0;"Intel";"Core i5";2.3;8;"180GB SSD";"SSD";180;0;"Intel";"windows";"1.3";58555
496;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"2.17";47893
497;"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.8;8;"1TB SSD";"SSD";1024;0;"Intel";"windows";"1.48";93187
498;"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i3";2.4;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.4";50563
499;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"2.3";48538
500;"Asus";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"64GB Flash Storage";"Flash Storage";64;0;"Intel";"windows";"1.2";18115
501;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"AMD";"windows";"1.91";32980
502;"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.4";85195
503;"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.1;4;"500GB HDD";"HDD";500;0;"Intel";"windows";"2.1";15931
504;"Lenovo";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"16GB SSD";"SSD";16;0;"Intel";"other";"1.25";14119
505;"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.44";50563
506;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Intel";"windows";"2";65215
507;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"2.2";32661
508;"HP";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.7;8;"512GB SSD";"SSD";512;0;"Intel";"windows";"1.34";70489
509;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"N/A";"2.4";61219
510;"Dell";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"128GB SSD";"SSD";128;0;"Intel";"windows";"1.29";47899
511;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;4;"500GB HDD";"HDD";500;0;"Nvidia";"windows";"2.2";34046
512;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";"2.18";44542
513;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;16;"256GB SSD +  2TB HDD";"Hybrid";256;2048;"AMD";"windows";"2.2";64961
514;"Xiaomi";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;16;"256GB SSD";"SSD";256;0;"Nvidia";"N/A";"1.95";74589
515;"Asus";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.1;2;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";"1.1";13054
516;"HP";"Notebook";15.6;1366;768;1;"Intel";"Core i5";1.6;4;"1TB HDD";"HDD";1024;0;"Intel";"windows";"2.04";27784
517;"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;24;"512GB SSD";"SSD";512;0;"Nvidia";"windows";"2.24";158135
518;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";"2.04";47366
519;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"3";80133
520;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";"3.2";74539
521;"HP";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.32";74539
522;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"1.64";68184
523;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"128GB SSD";"SSD";128;0;"Intel";"windows";"1.63";36710
524;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"AMD";"linux";"2.8";47366
525;"Lenovo";"Notebook";24.0;1920;1080;0;"Intel";"Core i5";2.3;8;"256GB SSD";"SSD";256;0;"Intel";"windows";"2.02";71395
526;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;4;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";"2.2";42571
