"level_0";"index";"Airline";"Date_of_Journey";"Source";"Destination";"Dep_Time";"Duration";"Total_Stops";"Additional_Info";"Price";"departure";"duration_mins";"arrival"
5122;5122;"Air India";"2019-05-24";"Banglore";"Delhi";"6:10";"2h 45m";"non-stop";"No info";8273;"2019-05-24 06:10:00";165;"2019-05-24 08:55:00"
5123;5123;"Vistara";"2019-05-24";"Banglore";"Delhi";"7:00";"2h 40m";"non-stop";"No info";4668;"2019-05-24 07:00:00";160;"2019-05-24 09:40:00"
5124;5124;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"18:55";"24h 55m";"1 stop";"In-flight meal not included";10844;"2019-05-24 18:55:00";1495;"2019-05-25 19:50:00"
5125;5125;"SpiceJet";"2019-05-24";"Mumbai";"Hyderabad";"5:45";"1h 30m";"non-stop";"No info";2017;"2019-05-24 05:45:00";90;"2019-05-24 07:15:00"
5126;5126;"Vistara";"2019-05-24";"Chennai";"Kolkata";"7:05";"2h 15m";"non-stop";"No info";3687;"2019-05-24 07:05:00";135;"2019-05-24 09:20:00"
5127;5127;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"20:00";"13h 20m";"1 stop";"In-flight meal not included";10844;"2019-05-24 20:00:00";800;"2019-05-25 09:20:00"
5128;5128;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"18:55";"15h 10m";"1 stop";"In-flight meal not included";8586;"2019-05-24 18:55:00";910;"2019-05-25 10:05:00"
5129;5129;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"14:05";"19h 15m";"1 stop";"In-flight meal not included";9663;"2019-05-24 14:05:00";1155;"2019-05-25 09:20:00"
5130;5130;"Air India";"2019-05-24";"Delhi";"Cochin";"9:45";"23h 40m";"1 stop";"No info";7480;"2019-05-24 09:45:00";1420;"2019-05-25 09:25:00"
5131;5131;"Air India";"2019-05-24";"Kolkata";"Banglore";"14:35";"24h";"1 stop";"No info";6528;"2019-05-24 14:35:00";1440;"2019-05-25 14:35:00"
5132;5132;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"14:05";"14h 35m";"1 stop";"In-flight meal not included";8586;"2019-05-24 14:05:00";875;"2019-05-25 04:40:00"
5133;5133;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"18:55";"17h 5m";"1 stop";"No info";14571;"2019-05-24 18:55:00";1025;"2019-05-25 12:00:00"
5134;5134;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"6:30";"11h 45m";"1 stop";"In-flight meal not included";10844;"2019-05-24 06:30:00";705;"2019-05-24 18:15:00"
5135;5135;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"18:55";"14h 25m";"1 stop";"In-flight meal not included";10844;"2019-05-24 18:55:00";865;"2019-05-25 09:20:00"
5136;5136;"Jet Airways";"2019-05-24";"Mumbai";"Hyderabad";"2:55";"1h 25m";"non-stop";"In-flight meal not included";4995;"2019-05-24 02:55:00";85;"2019-05-24 04:20:00"
5137;5137;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"20:00";"26h 35m";"1 stop";"In-flight meal not included";10844;"2019-05-24 20:00:00";1595;"2019-05-25 22:35:00"
5138;5138;"Multiple carriers";"2019-05-24";"Delhi";"Cochin";"17:45";"7h 45m";"1 stop";"No info";9140;"2019-05-24 17:45:00";465;"2019-05-25 01:30:00"
5139;5139;"IndiGo";"2019-05-24";"Banglore";"Delhi";"18:55";"2h 55m";"non-stop";"No info";4823;"2019-05-24 18:55:00";175;"2019-05-24 21:50:00"
5140;5140;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"8:25";"9h 50m";"1 stop";"In-flight meal not included";10844;"2019-05-24 08:25:00";590;"2019-05-24 18:15:00"
5141;5141;"Jet Airways";"2019-05-24";"Banglore";"Delhi";"8:20";"3h";"non-stop";"In-flight meal not included";4030;"2019-05-24 08:20:00";180;"2019-05-24 11:20:00"
5142;5142;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"20:00";"23h 50m";"1 stop";"In-flight meal not included";10844;"2019-05-24 20:00:00";1430;"2019-05-25 19:50:00"
5143;5143;"IndiGo";"2019-05-24";"Mumbai";"Hyderabad";"21:20";"1h 30m";"non-stop";"No info";2437;"2019-05-24 21:20:00";90;"2019-05-24 22:50:00"
5144;5144;"IndiGo";"2019-05-24";"Banglore";"Delhi";"18:25";"2h 55m";"non-stop";"No info";4823;"2019-05-24 18:25:00";175;"2019-05-24 21:20:00"
5145;5145;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"20:00";"14h 5m";"1 stop";"In-flight meal not included";8586;"2019-05-24 20:00:00";845;"2019-05-25 10:05:00"
5146;5146;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"20:25";"21h 35m";"1 stop";"No info";14151;"2019-05-24 20:25:00";1295;"2019-05-25 18:00:00"
5147;5147;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"21:10";"14h 50m";"1 stop";"In-flight meal not included";9663;"2019-05-24 21:10:00";890;"2019-05-25 12:00:00"
5148;5148;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"10:20";"7h 15m";"1 stop";"No info";8781;"2019-05-24 10:20:00";435;"2019-05-24 17:35:00"
5149;5149;"GoAir";"2019-05-24";"Kolkata";"Banglore";"23:30";"8h 15m";"1 stop";"No info";7335;"2019-05-24 23:30:00";495;"2019-05-25 07:45:00"
5150;5150;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"16:30";"27h 20m";"1 stop";"In-flight meal not included";10844;"2019-05-24 16:30:00";1640;"2019-05-25 19:50:00"
5151;5151;"Jet Airways";"2019-05-24";"Delhi";"Cochin";"5:30";"22h 55m";"2 stops";"No info";15129;"2019-05-24 05:30:00";1375;"2019-05-25 04:25:00"
5152;5152;"Air India";"2019-05-24";"Kolkata";"Banglore";"5:50";"14h 35m";"2 stops";"No info";11201;"2019-05-24 05:50:00";875;"2019-05-24 20:25:00"
5153;5153;"IndiGo";"2019-05-24";"Kolkata";"Banglore";"9:35";"2h 45m";"non-stop";"No info";4804;"2019-05-24 09:35:00";165;"2019-05-24 12:20:00"
5154;5154;"SpiceJet";"2019-05-24";"Kolkata";"Banglore";"11:35";"7h 15m";"1 stop";"No info";8479;"2019-05-24 11:35:00";435;"2019-05-24 18:50:00"
5155;5155;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"21:10";"7h 30m";"1 stop";"No info";14178;"2019-05-24 21:10:00";450;"2019-05-25 04:40:00"
5156;5156;"Vistara";"2019-05-24";"Kolkata";"Banglore";"20:20";"24h";"1 stop";"No info";9345;"2019-05-24 20:20:00";1440;"2019-05-25 20:20:00"
5157;5157;"IndiGo";"2019-05-24";"Banglore";"Delhi";"23:30";"2h 50m";"non-stop";"No info";4591;"2019-05-24 23:30:00";170;"2019-05-25 02:20:00"
5158;5158;"GoAir";"2019-05-24";"Kolkata";"Banglore";"16:40";"7h 35m";"1 stop";"No info";8855;"2019-05-24 16:40:00";455;"2019-05-25 00:15:00"
5159;5159;"SpiceJet";"2019-05-24";"Mumbai";"Hyderabad";"22:45";"1h 30m";"non-stop";"No check-in baggage included";1965;"2019-05-24 22:45:00";90;"2019-05-25 00:15:00"
5160;5160;"Jet Airways";"2019-05-24";"Banglore";"Delhi";"11:10";"2h 55m";"non-stop";"In-flight meal not included";4030;"2019-05-24 11:10:00";175;"2019-05-24 14:05:00"
5161;5161;"IndiGo";"2019-05-24";"Banglore";"Delhi";"22:10";"2h 50m";"non-stop";"No info";3419;"2019-05-24 22:10:00";170;"2019-05-25 01:00:00"
5162;5162;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"18:55";"13h 20m";"1 stop";"In-flight meal not included";8586;"2019-05-24 18:55:00";800;"2019-05-25 08:15:00"
5163;5163;"Air India";"2019-05-24";"Kolkata";"Banglore";"5:50";"27h 5m";"2 stops";"No info";12723;"2019-05-24 05:50:00";1625;"2019-05-25 08:55:00"
5164;5164;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"17:00";"21h 25m";"1 stop";"No info";12121;"2019-05-24 17:00:00";1285;"2019-05-25 14:25:00"
5165;5165;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"18:55";"27h 40m";"1 stop";"In-flight meal not included";10844;"2019-05-24 18:55:00";1660;"2019-05-25 22:35:00"
5166;5166;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"16:30";"12h 10m";"1 stop";"In-flight meal not included";10844;"2019-05-24 16:30:00";730;"2019-05-25 04:40:00"
5167;5167;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"14:05";"8h 30m";"1 stop";"No info";14571;"2019-05-24 14:05:00";510;"2019-05-24 22:35:00"
5168;5168;"GoAir";"2019-05-24";"Banglore";"Delhi";"11:40";"2h 50m";"non-stop";"No info";3398;"2019-05-24 11:40:00";170;"2019-05-24 14:30:00"
5169;5169;"IndiGo";"2019-05-24";"Banglore";"Delhi";"21:15";"3h";"non-stop";"No info";3943;"2019-05-24 21:15:00";180;"2019-05-25 00:15:00"
5170;5170;"Jet Airways";"2019-05-24";"Mumbai";"Hyderabad";"19:35";"1h 30m";"non-stop";"No info";5678;"2019-05-24 19:35:00";90;"2019-05-24 21:05:00"
5171;5171;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"16:30";"25h 45m";"1 stop";"In-flight meal not included";10844;"2019-05-24 16:30:00";1545;"2019-05-25 18:15:00"
5172;5172;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"16:30";"6h 5m";"1 stop";"In-flight meal not included";10844;"2019-05-24 16:30:00";365;"2019-05-24 22:35:00"
5173;5173;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"14:05";"6h 40m";"1 stop";"In-flight meal not included";10844;"2019-05-24 14:05:00";400;"2019-05-24 20:45:00"
5174;5174;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"17:00";"6h 35m";"1 stop";"No info";14151;"2019-05-24 17:00:00";395;"2019-05-24 23:35:00"
5175;5175;"IndiGo";"2019-05-24";"Kolkata";"Banglore";"15:30";"2h 35m";"non-stop";"No info";4804;"2019-05-24 15:30:00";155;"2019-05-24 18:05:00"
5176;5176;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"14:05";"19h 15m";"1 stop";"No info";14178;"2019-05-24 14:05:00";1155;"2019-05-25 09:20:00"
5177;5177;"Air India";"2019-05-24";"Kolkata";"Banglore";"9:50";"26h 40m";"2 stops";"No info";15170;"2019-05-24 09:50:00";1600;"2019-05-25 12:30:00"
5178;5178;"Vistara";"2019-05-24";"Kolkata";"Banglore";"20:20";"27h 5m";"1 stop";"No info";9345;"2019-05-24 20:20:00";1625;"2019-05-25 23:25:00"
5179;5179;"Vistara";"2019-05-24";"Chennai";"Kolkata";"17:45";"2h 20m";"non-stop";"No info";11982;"2019-05-24 17:45:00";140;"2019-05-24 20:05:00"
5180;5180;"Vistara";"2019-05-24";"Banglore";"Delhi";"19:30";"2h 45m";"non-stop";"No info";5823;"2019-05-24 19:30:00";165;"2019-05-24 22:15:00"
5181;5181;"Air India";"2019-05-24";"Kolkata";"Banglore";"9:25";"20h";"2 stops";"No info";14897;"2019-05-24 09:25:00";1200;"2019-05-25 05:25:00"
5182;5182;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"6:30";"5h 30m";"1 stop";"No info";14178;"2019-05-24 06:30:00";330;"2019-05-24 12:00:00"
5183;5183;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"9:35";"14h";"1 stop";"No info";14151;"2019-05-24 09:35:00";840;"2019-05-24 23:35:00"
5184;5184;"Air Asia";"2019-05-24";"Banglore";"Delhi";"23:55";"2h 50m";"non-stop";"No info";4483;"2019-05-24 23:55:00";170;"2019-05-25 02:45:00"
5185;5185;"Vistara";"2019-05-24";"Kolkata";"Banglore";"20:20";"14h 25m";"1 stop";"No info";9187;"2019-05-24 20:20:00";865;"2019-05-25 10:45:00"
5186;5186;"SpiceJet";"2019-05-24";"Kolkata";"Banglore";"9:00";"2h 25m";"non-stop";"No info";3873;"2019-05-24 09:00:00";145;"2019-05-24 11:25:00"
5187;5187;"SpiceJet";"2019-05-24";"Banglore";"Delhi";"9:30";"2h 50m";"non-stop";"No info";3625;"2019-05-24 09:30:00";170;"2019-05-24 12:20:00"
5188;5188;"Vistara";"2019-05-24";"Kolkata";"Banglore";"7:10";"11h 40m";"1 stop";"No info";9555;"2019-05-24 07:10:00";700;"2019-05-24 18:50:00"
5189;5189;"IndiGo";"2019-05-24";"Banglore";"Delhi";"8:30";"2h 50m";"non-stop";"No info";4823;"2019-05-24 08:30:00";170;"2019-05-24 11:20:00"
5190;5190;"Air India";"2019-05-24";"Mumbai";"Hyderabad";"19:30";"1h 15m";"non-stop";"No info";3625;"2019-05-24 19:30:00";75;"2019-05-24 20:45:00"
5191;5191;"SpiceJet";"2019-05-24";"Kolkata";"Banglore";"15:55";"5h 30m";"1 stop";"No info";7804;"2019-05-24 15:55:00";330;"2019-05-24 21:25:00"
5192;5192;"IndiGo";"2019-05-24";"Kolkata";"Banglore";"19:35";"3h 40m";"1 stop";"No info";4226;"2019-05-24 19:35:00";220;"2019-05-24 23:15:00"
5193;5193;"Vistara";"2019-05-24";"Kolkata";"Banglore";"20:20";"26h 20m";"1 stop";"No info";8452;"2019-05-24 20:20:00";1580;"2019-05-25 22:40:00"
5194;5194;"Air India";"2019-05-24";"Kolkata";"Banglore";"10:00";"15h 20m";"2 stops";"No info";14083;"2019-05-24 10:00:00";920;"2019-05-25 01:20:00"
5195;5195;"Air India";"2019-05-24";"Kolkata";"Banglore";"9:10";"25h 55m";"2 stops";"No info";6117;"2019-05-24 09:10:00";1555;"2019-05-25 11:05:00"
5196;5196;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"18:55";"28h 40m";"1 stop";"In-flight meal not included";10844;"2019-05-24 18:55:00";1720;"2019-05-25 23:35:00"
5197;5197;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"20:00";"8h 40m";"1 stop";"No info";13731;"2019-05-24 20:00:00";520;"2019-05-25 04:40:00"
5198;5198;"Air Asia";"2019-05-24";"Kolkata";"Banglore";"7:35";"15h 55m";"1 stop";"No info";5192;"2019-05-24 07:35:00";955;"2019-05-24 23:30:00"
5199;5199;"Air India";"2019-05-24";"Kolkata";"Banglore";"20:30";"23h 55m";"1 stop";"No info";10413;"2019-05-24 20:30:00";1435;"2019-05-25 20:25:00"
5200;5200;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"16:30";"6h 5m";"1 stop";"No info";14571;"2019-05-24 16:30:00";365;"2019-05-24 22:35:00"
5201;5201;"Air India";"2019-05-24";"Kolkata";"Banglore";"9:10";"19h 30m";"2 stops";"No info";6117;"2019-05-24 09:10:00";1170;"2019-05-25 04:40:00"
5202;5202;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"18:55";"9h 45m";"1 stop";"No info";13731;"2019-05-24 18:55:00";585;"2019-05-25 04:40:00"
5203;5203;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"6:30";"5h 30m";"1 stop";"In-flight meal not included";9663;"2019-05-24 06:30:00";330;"2019-05-24 12:00:00"
5204;5204;"IndiGo";"2019-05-24";"Kolkata";"Banglore";"11:30";"2h 35m";"non-stop";"No info";5224;"2019-05-24 11:30:00";155;"2019-05-24 14:05:00"
5205;5205;"Air India";"2019-05-24";"Kolkata";"Banglore";"9:50";"13h 25m";"2 stops";"No info";15170;"2019-05-24 09:50:00";805;"2019-05-24 23:15:00"
5206;5206;"IndiGo";"2019-05-24";"Banglore";"Delhi";"7:10";"2h 55m";"non-stop";"No info";4823;"2019-05-24 07:10:00";175;"2019-05-24 10:05:00"
5207;5207;"SpiceJet";"2019-05-24";"Kolkata";"Banglore";"9:00";"2h 25m";"non-stop";"No check-in baggage included";3841;"2019-05-24 09:00:00";145;"2019-05-24 11:25:00"
5208;5208;"Vistara";"2019-05-24";"Kolkata";"Banglore";"7:10";"13h 10m";"1 stop";"No info";9555;"2019-05-24 07:10:00";790;"2019-05-24 20:20:00"
5209;5209;"Air India";"2019-05-24";"Delhi";"Cochin";"14:10";"3h";"non-stop";"No info";6934;"2019-05-24 14:10:00";180;"2019-05-24 17:10:00"
5210;5210;"Jet Airways";"2019-05-24";"Banglore";"Delhi";"6:00";"2h 45m";"non-stop";"In-flight meal not included";4030;"2019-05-24 06:00:00";165;"2019-05-24 08:45:00"
5211;5211;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"16:30";"19h 30m";"1 stop";"In-flight meal not included";10844;"2019-05-24 16:30:00";1170;"2019-05-25 12:00:00"
5212;5212;"Air India";"2019-05-24";"Kolkata";"Banglore";"9:10";"4h 5m";"1 stop";"No info";8996;"2019-05-24 09:10:00";245;"2019-05-24 13:15:00"
5213;5213;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"9:35";"8h 25m";"1 stop";"No info";14151;"2019-05-24 09:35:00";505;"2019-05-24 18:00:00"
5214;5214;"Air India";"2019-05-24";"Mumbai";"Hyderabad";"13:55";"1h 30m";"non-stop";"No info";3100;"2019-05-24 13:55:00";90;"2019-05-24 15:25:00"
5215;5215;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"14:05";"5h 45m";"1 stop";"In-flight meal not included";10844;"2019-05-24 14:05:00";345;"2019-05-24 19:50:00"
5216;5216;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"18:55";"25h 50m";"1 stop";"In-flight meal not included";10844;"2019-05-24 18:55:00";1550;"2019-05-25 20:45:00"
5217;5217;"Air India";"2019-05-24";"Mumbai";"Hyderabad";"6:20";"1h 20m";"non-stop";"No info";3100;"2019-05-24 06:20:00";80;"2019-05-24 07:40:00"
5218;5218;"Multiple carriers";"2019-05-24";"Delhi";"Cochin";"14:55";"7h 35m";"1 stop";"No info";7740;"2019-05-24 14:55:00";455;"2019-05-24 22:30:00"
5219;5219;"Air India";"2019-05-24";"Kolkata";"Banglore";"10:00";"19h 25m";"2 stops";"No info";15107;"2019-05-24 10:00:00";1165;"2019-05-25 05:25:00"
5220;5220;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"20:00";"12h 15m";"1 stop";"In-flight meal not included";8586;"2019-05-24 20:00:00";735;"2019-05-25 08:15:00"
5221;5221;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"10:20";"7h 15m";"1 stop";"In-flight meal not included";6287;"2019-05-24 10:20:00";435;"2019-05-24 17:35:00"
5222;5222;"Vistara";"2019-05-24";"Kolkata";"Banglore";"17:00";"16h 5m";"1 stop";"No info";10027;"2019-05-24 17:00:00";965;"2019-05-25 09:05:00"
5223;5223;"Air India";"2019-05-24";"Kolkata";"Banglore";"14:15";"2h 30m";"non-stop";"No info";5510;"2019-05-24 14:15:00";150;"2019-05-24 16:45:00"
5224;5224;"IndiGo";"2019-05-24";"Kolkata";"Banglore";"4:40";"2h 35m";"non-stop";"No info";4804;"2019-05-24 04:40:00";155;"2019-05-24 07:15:00"
5225;5225;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"16:30";"16h 50m";"1 stop";"No info";14178;"2019-05-24 16:30:00";1010;"2019-05-25 09:20:00"
5226;5226;"Air India";"2019-05-24";"Kolkata";"Banglore";"5:50";"30h 40m";"2 stops";"No info";12723;"2019-05-24 05:50:00";1840;"2019-05-25 12:30:00"
5227;5227;"Air India";"2019-05-24";"Kolkata";"Banglore";"19:00";"9h 40m";"1 stop";"No info";6327;"2019-05-24 19:00:00";580;"2019-05-25 04:40:00"
5228;5228;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"9:35";"12h 30m";"1 stop";"No info";14151;"2019-05-24 09:35:00";750;"2019-05-24 22:05:00"
5229;5229;"SpiceJet";"2019-05-24";"Chennai";"Kolkata";"9:45";"2h 15m";"non-stop";"No check-in baggage included";3543;"2019-05-24 09:45:00";135;"2019-05-24 12:00:00"
5230;5230;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"21:10";"12h 55m";"1 stop";"In-flight meal not included";9663;"2019-05-24 21:10:00";775;"2019-05-25 10:05:00"
5231;5231;"Air India";"2019-05-24";"Delhi";"Cochin";"20:40";"12h 45m";"1 stop";"No info";7480;"2019-05-24 20:40:00";765;"2019-05-25 09:25:00"
5232;5232;"IndiGo";"2019-05-24";"Kolkata";"Banglore";"15:15";"4h 50m";"1 stop";"No info";5192;"2019-05-24 15:15:00";290;"2019-05-24 20:05:00"
5233;5233;"IndiGo";"2019-05-24";"Kolkata";"Banglore";"15:10";"5h 20m";"1 stop";"No info";6991;"2019-05-24 15:10:00";320;"2019-05-24 20:30:00"
5234;5234;"Vistara";"2019-05-24";"Banglore";"Delhi";"21:00";"2h 50m";"non-stop";"No info";5613;"2019-05-24 21:00:00";170;"2019-05-24 23:50:00"
5235;5235;"Air Asia";"2019-05-24";"Banglore";"Delhi";"4:55";"2h 50m";"non-stop";"No info";3383;"2019-05-24 04:55:00";170;"2019-05-24 07:45:00"
5236;5236;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"6:30";"9h 50m";"1 stop";"No info";14571;"2019-05-24 06:30:00";590;"2019-05-24 16:20:00"
5237;5237;"IndiGo";"2019-05-24";"Chennai";"Kolkata";"13:15";"2h 20m";"non-stop";"No info";3597;"2019-05-24 13:15:00";140;"2019-05-24 15:35:00"
5238;5238;"GoAir";"2019-05-24";"Banglore";"Delhi";"7:45";"2h 55m";"non-stop";"No info";3419;"2019-05-24 07:45:00";175;"2019-05-24 10:40:00"
5239;5239;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"18:55";"17h 5m";"1 stop";"In-flight meal not included";10844;"2019-05-24 18:55:00";1025;"2019-05-25 12:00:00"
5240;5240;"IndiGo";"2019-05-24";"Banglore";"Delhi";"20:00";"2h 50m";"non-stop";"No info";4823;"2019-05-24 20:00:00";170;"2019-05-24 22:50:00"
5241;5241;"Air India";"2019-05-24";"Mumbai";"Hyderabad";"21:05";"1h 20m";"non-stop";"No info";3100;"2019-05-24 21:05:00";80;"2019-05-24 22:25:00"
5242;5242;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"6:30";"9h 50m";"1 stop";"In-flight meal not included";10844;"2019-05-24 06:30:00";590;"2019-05-24 16:20:00"
5243;5243;"Air India";"2019-05-24";"Delhi";"Cochin";"23:00";"20h 15m";"1 stop";"No info";8582;"2019-05-24 23:00:00";1215;"2019-05-25 19:15:00"
5244;5244;"IndiGo";"2019-05-24";"Mumbai";"Hyderabad";"9:10";"1h 30m";"non-stop";"No info";5755;"2019-05-24 09:10:00";90;"2019-05-24 10:40:00"
5245;5245;"Multiple carriers";"2019-05-24";"Delhi";"Cochin";"19:00";"6h 30m";"1 stop";"No info";8283;"2019-05-24 19:00:00";390;"2019-05-25 01:30:00"
5246;5246;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"20:00";"12h 15m";"1 stop";"No info";13731;"2019-05-24 20:00:00";735;"2019-05-25 08:15:00"
5247;5247;"Air India";"2019-05-24";"Kolkata";"Banglore";"10:00";"15h 20m";"2 stops";"No info";13873;"2019-05-24 10:00:00";920;"2019-05-25 01:20:00"
5248;5248;"Multiple carriers";"2019-05-24";"Delhi";"Cochin";"7:30";"11h 30m";"1 stop";"No info";10529;"2019-05-24 07:30:00";690;"2019-05-24 19:00:00"
5249;5249;"Jet Airways";"2019-05-24";"Banglore";"Delhi";"18:55";"3h 5m";"non-stop";"In-flight meal not included";6144;"2019-05-24 18:55:00";185;"2019-05-24 22:00:00"
5250;5250;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"14:05";"14h 35m";"1 stop";"No info";13731;"2019-05-24 14:05:00";875;"2019-05-25 04:40:00"
5251;5251;"Jet Airways";"2019-05-24";"Banglore";"Delhi";"17:45";"3h";"non-stop";"No info";7229;"2019-05-24 17:45:00";180;"2019-05-24 20:45:00"
5252;5252;"IndiGo";"2019-05-24";"Kolkata";"Banglore";"21:00";"5h 15m";"1 stop";"No info";6534;"2019-05-24 21:00:00";315;"2019-05-25 02:15:00"
5253;5253;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"8:25";"11h 25m";"1 stop";"In-flight meal not included";10844;"2019-05-24 08:25:00";685;"2019-05-24 19:50:00"
5254;5254;"Jet Airways";"2019-05-24";"Delhi";"Cochin";"19:10";"23h 50m";"2 stops";"No info";15129;"2019-05-24 19:10:00";1430;"2019-05-25 19:00:00"
5255;5255;"SpiceJet";"2019-05-24";"Mumbai";"Hyderabad";"5:45";"1h 30m";"non-stop";"No check-in baggage included";1965;"2019-05-24 05:45:00";90;"2019-05-24 07:15:00"
5256;5256;"Air Asia";"2019-05-24";"Banglore";"Delhi";"11:10";"2h 45m";"non-stop";"No info";3383;"2019-05-24 11:10:00";165;"2019-05-24 13:55:00"
5257;5257;"Air India";"2019-05-24";"Kolkata";"Banglore";"9:25";"28h 20m";"2 stops";"No info";12802;"2019-05-24 09:25:00";1700;"2019-05-25 13:45:00"
5258;5258;"SpiceJet";"2019-05-24";"Kolkata";"Banglore";"8:35";"8h 40m";"1 stop";"No info";6643;"2019-05-24 08:35:00";520;"2019-05-24 17:15:00"
5259;5259;"SpiceJet";"2019-05-24";"Banglore";"Delhi";"5:55";"2h 40m";"non-stop";"No info";3311;"2019-05-24 05:55:00";160;"2019-05-24 08:35:00"
5260;5260;"Multiple carriers";"2019-05-24";"Delhi";"Cochin";"13:00";"8h";"1 stop";"No info";14067;"2019-05-24 13:00:00";480;"2019-05-24 21:00:00"
5261;5261;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"17:00";"29h 5m";"1 stop";"No info";13067;"2019-05-24 17:00:00";1745;"2019-05-25 22:05:00"
5262;5262;"IndiGo";"2019-05-24";"Kolkata";"Banglore";"20:20";"2h 35m";"non-stop";"No info";4804;"2019-05-24 20:20:00";155;"2019-05-24 22:55:00"
5263;5263;"Air India";"2019-05-24";"Kolkata";"Banglore";"12:00";"30h 30m";"2 stops";"No info";10151;"2019-05-24 12:00:00";1830;"2019-05-25 18:30:00"
5264;5264;"SpiceJet";"2019-05-24";"Kolkata";"Banglore";"22:20";"2h 20m";"non-stop";"No info";3873;"2019-05-24 22:20:00";140;"2019-05-25 00:40:00"
5265;5265;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"18:55";"13h 20m";"1 stop";"No info";13731;"2019-05-24 18:55:00";800;"2019-05-25 08:15:00"
5266;5266;"Air India";"2019-05-24";"Delhi";"Cochin";"22:00";"21h 15m";"2 stops";"No info";10441;"2019-05-24 22:00:00";1275;"2019-05-25 19:15:00"
5267;5267;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"8:25";"12h 20m";"1 stop";"In-flight meal not included";10844;"2019-05-24 08:25:00";740;"2019-05-24 20:45:00"
5268;5268;"Air India";"2019-05-24";"Kolkata";"Banglore";"9:50";"23h 5m";"2 stops";"No info";15170;"2019-05-24 09:50:00";1385;"2019-05-25 08:55:00"
5269;5269;"Air India";"2019-05-24";"Kolkata";"Banglore";"9:25";"22h 30m";"1 stop";"No info";8366;"2019-05-24 09:25:00";1350;"2019-05-25 07:55:00"
5270;5270;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"20:25";"18h";"1 stop";"In-flight meal not included";10703;"2019-05-24 20:25:00";1080;"2019-05-25 14:25:00"
5271;5271;"Jet Airways";"2019-05-24";"Kolkata";"Banglore";"14:05";"5h 45m";"1 stop";"No info";14571;"2019-05-24 14:05:00";345;"2019-05-24 19:50:00"
5272;5272;"Air India";"2019-05-24";"Kolkata";"Banglore";"7:00";"13h 25m";"1 stop";"No info";10413;"2019-05-24 07:00:00";805;"2019-05-24 20:25:00"
